timestamp,value,is_anomaly
0,3900.0,0
1,3900.0,0
2,3884.0,0
3,3888.0,0
4,3884.0,0
5,3880.0,0
6,3864.0,0
7,3856.0,0
8,3848.0,0
9,3852.0,0
10,3852.0,0
11,3836.0,0
12,3832.0,0
13,3836.0,0
14,3832.0,0
15,3836.0,0
16,3840.0,0
17,3844.0,0
18,3864.0,0
19,3884.0,0
20,3908.0,0
21,3944.0,0
22,3980.0,0
23,4036.0,0
24,4108.0,0
25,4172.0,0
26,4260.0,0
27,4336.0,0
28,4428.0,0
29,4532.0,0
30,4640.0,0
31,4752.0,0
32,4872.0,0
33,4984.0,0
34,5104.0,0
35,5220.0,0
36,5332.0,0
37,5432.0,0
38,5540.0,0
39,5644.0,0
40,5724.0,0
41,5808.0,0
42,5876.0,0
43,5916.0,0
44,5964.0,0
45,5980.0,0
46,5996.0,0
47,5992.0,0
48,5984.0,0
49,5956.0,0
50,5924.0,0
51,5888.0,0
52,5828.0,0
53,5772.0,0
54,5716.0,0
55,5648.0,0
56,5560.0,0
57,5492.0,0
58,5424.0,0
59,5340.0,0
60,5272.0,0
61,5196.0,0
62,5132.0,0
63,5072.0,0
64,5016.0,0
65,4960.0,0
66,4916.0,0
67,4872.0,0
68,4836.0,0
69,4796.0,0
70,4776.0,0
71,4748.0,0
72,4728.0,0
73,4696.0,0
74,4680.0,0
75,4660.0,0
76,4648.0,0
77,4624.0,0
78,4612.0,0
79,4592.0,0
80,4568.0,0
81,4548.0,0
82,4532.0,0
83,4504.0,0
84,4496.0,0
85,4472.0,0
86,4464.0,0
87,4440.0,0
88,4424.0,0
89,4412.0,0
90,4400.0,0
91,4388.0,0
92,4384.0,0
93,4380.0,0
94,4364.0,0
95,4372.0,0
96,4368.0,0
97,4376.0,0
98,4384.0,0
99,4384.0,0
100,4396.0,0
101,4408.0,0
102,4408.0,0
103,4424.0,0
104,4452.0,0
105,4456.0,0
106,4472.0,0
107,4488.0,0
108,4508.0,0
109,4524.0,0
110,4548.0,0
111,4580.0,0
112,4584.0,0
113,4608.0,0
114,4628.0,0
115,4652.0,0
116,4668.0,0
117,4676.0,0
118,4692.0,0
119,4700.0,0
120,4708.0,0
121,4712.0,0
122,4724.0,0
123,4716.0,0
124,4736.0,0
125,4728.0,0
126,4724.0,0
127,4704.0,0
128,4712.0,0
129,4700.0,0
130,4692.0,0
131,4684.0,0
132,4672.0,0
133,4660.0,0
134,4648.0,0
135,4628.0,0
136,4612.0,0
137,4596.0,0
138,4580.0,0
139,4556.0,0
140,4544.0,0
141,4520.0,0
142,4508.0,0
143,4504.0,0
144,4476.0,0
145,4468.0,0
146,4468.0,0
147,4440.0,0
148,4424.0,0
149,4416.0,0
150,4408.0,0
151,4396.0,0
152,4380.0,0
153,4368.0,0
154,4360.0,0
155,4352.0,0
156,4340.0,0
157,4336.0,0
158,4324.0,0
159,4312.0,0
160,4312.0,0
161,4296.0,0
162,4280.0,0
163,4284.0,0
164,4280.0,0
165,4272.0,0
166,4252.0,0
167,4244.0,0
168,4244.0,0
169,4228.0,0
170,4220.0,0
171,4208.0,0
172,4212.0,0
173,4204.0,0
174,4208.0,0
175,4196.0,0
176,4188.0,0
177,4176.0,0
178,4180.0,0
179,4168.0,0
180,4164.0,0
181,4144.0,0
182,4148.0,0
183,4144.0,0
184,4140.0,0
185,4132.0,0
186,4128.0,0
187,4124.0,0
188,4108.0,0
189,4116.0,0
190,4108.0,0
191,4096.0,0
192,4104.0,0
193,4088.0,0
194,4084.0,0
195,4072.0,0
196,4080.0,0
197,4068.0,0
198,4064.0,0
199,4060.0,0
200,4064.0,0
201,4064.0,0
202,4040.0,0
203,4036.0,0
204,4024.0,0
205,4032.0,0
206,4024.0,0
207,4024.0,0
208,4020.0,0
209,4012.0,0
210,4016.0,0
211,4008.0,0
212,4004.0,0
213,4004.0,0
214,3996.0,0
215,3988.0,0
216,3972.0,0
217,3980.0,0
218,3972.0,0
219,3964.0,0
220,3960.0,0
221,3952.0,0
222,3944.0,0
223,3944.0,0
224,3936.0,0
225,3940.0,0
226,3948.0,0
227,3944.0,0
228,3956.0,0
229,3976.0,0
230,3992.0,0
231,4012.0,0
232,4056.0,0
233,4096.0,0
234,4156.0,0
235,4220.0,0
236,4292.0,0
237,4364.0,0
238,4468.0,0
239,4556.0,0
240,4660.0,0
241,4760.0,0
242,4892.0,0
243,5000.0,0
244,5120.0,0
245,5224.0,0
246,5348.0,0
247,5468.0,0
248,5576.0,0
249,5688.0,0
250,5772.0,0
251,5864.0,0
252,5940.0,0
253,6008.0,0
254,6052.0,0
255,6100.0,0
256,6116.0,0
257,6136.0,0
258,6140.0,0
259,6136.0,0
260,6108.0,0
261,6076.0,0
262,6036.0,0
263,5992.0,0
264,5932.0,0
265,5876.0,0
266,5816.0,0
267,5744.0,0
268,5680.0,0
269,5604.0,0
270,5540.0,0
271,5480.0,0
272,5412.0,0
273,5352.0,0
274,5288.0,0
275,5232.0,0
276,5188.0,0
277,5136.0,0
278,5112.0,0
279,5080.0,0
280,5040.0,0
281,5012.0,0
282,4992.0,0
283,4968.0,0
