timestamp,value,is_anomaly
0,-2.546834,0
1,-2.522528,0
2,-2.471732,0
3,-2.438462,0
4,-2.47777,0
5,-2.484094,0
6,-2.373479,0
7,-2.219149,0
8,-2.05556,0
9,-1.922643,0
10,-1.911656,0
11,-1.963654,0
12,-1.932885,0
13,-1.866338,0
14,-1.803241,0
15,-1.765464,0
16,-1.760624,0
17,-1.722635,0
18,-1.746266,0
19,-1.769993,0
20,-1.830646,0
21,-1.892452,0
22,-1.965372,0
23,-2.070045,0
24,-2.226312,0
25,-2.534379,0
26,-2.751135,0
27,-2.985434,0
28,-3.089891,0
29,-3.085108,0
30,-2.91199,0
31,-2.635555,0
32,-2.28465,0
33,-1.982762,0
34,-1.824805,0
35,-1.837521,0
36,-1.893846,0
37,-2.088914,0
38,-2.197119,0
39,-2.342255,0
40,-2.401659,0
41,-2.630481,0
42,-2.859013,0
43,-3.210688,0
44,-3.595633,0
45,-3.695479,0
46,-3.890378,0
47,-4.338201,0
48,-4.573452,0
49,-4.469031,0
50,-4.41461,0
51,-4.36297,0
52,-4.672329,0
53,-4.753013,0
54,-4.469838,0
55,-3.989326,0
56,-3.465256,0
57,-3.212819,0
58,-3.035698,0
59,-2.931157,0
60,-2.786473,0
61,-2.686286,0
62,-2.529813,0
63,-2.281389,0
64,-2.201683,0
65,-2.086286,0
66,-1.909311,0
67,-1.948372,0
68,-1.846626,0
69,-1.849199,0
70,-1.704024,0
71,-1.78452,0
72,-1.808787,0
73,-1.693122,0
74,-1.622638,0
75,-1.598613,0
76,-1.58152,0
77,-1.55378,0
78,-1.536649,0
79,-1.473755,0
80,-1.293819,0
81,-1.083891,0
82,-0.9061791,0
83,-0.8503616,0
84,-0.7836291,0
85,-0.9006553,0
86,-1.338435,0
87,-1.842496,0
88,-2.184626,0
89,-2.610585,0
90,-3.115998,0
91,-3.451818,0
92,-3.06865,0
93,-1.995006,0
94,-1.008333,0
95,-0.4429123,0
96,-0.20876,0
97,-0.132088,0
98,-0.5570589,0
99,-1.247527,0
100,-2.20162,0
101,-3.291944,0
102,-4.533163,0
103,-5.715714,0
104,-6.127304,0
105,-5.120667,0
106,-3.767144,0
107,-2.851715,0
108,-2.614614,0
109,-2.763793,0
110,-3.159679,0
111,-3.30124,0
112,-3.360587,0
113,-3.352251,0
114,-3.204943,0
115,-3.129779,0
116,-2.888145,0
117,-2.706275,0
118,-2.494296,0
119,-2.339503,0
120,-2.329971,0
121,-2.473139,0
122,-2.518784,0
123,-2.572029,0
124,-2.546275,0
125,-2.496381,0
126,-2.571778,0
127,-2.671412,0
128,-2.513037,0
129,-2.367957,0
130,-2.212431,0
131,-2.15112,0
132,-2.008757,0
133,-1.759672,0
134,-1.574257,0
135,-1.478184,0
136,-1.387162,0
137,-1.324682,0
138,-1.293794,0
139,-1.351727,0
140,-1.272767,0
141,-1.455763,0
142,-1.770527,0
143,-1.942146,0
144,-2.20581,0
145,-2.511763,0
146,-2.645447,0
147,-2.815742,0
148,-2.997381,0
149,-3.143561,0
150,-3.023566,0
151,-2.623295,0
152,-2.227967,0
153,-2.139163,0
154,-2.358155,0
155,-2.649161,0
156,-2.805274,0
157,-2.733937,0
158,-2.876421,0
159,-3.127024,0
160,-3.498212,0
161,-3.495196,0
162,-3.564547,0
163,-3.760898,0
164,-3.938009,0
165,-4.103479,0
166,-4.311767,0
167,-4.386865,0
168,-4.474072,0
169,-4.443945,0
170,-4.177335,0
171,-3.859908,0
172,-3.515307,0
173,-3.28013,0
174,-2.995033,0
175,-2.890879,0
176,-2.697964,0
177,-2.576299,0
178,-2.470841,0
179,-2.235278,0
180,-1.868888,0
181,-1.794263,0
182,-1.640288,0
183,-1.649217,0
184,-1.599914,0
185,-1.640881,0
186,-1.60714,0
187,-1.505973,0
188,-1.486695,0
189,-1.4733,0
190,-1.497223,0
191,-1.486625,0
192,-1.450088,0
193,-1.40646,0
194,-1.299985,0
195,-1.09553,0
196,-0.8679828,0
197,-0.7224555,0
198,-0.6015442,0
199,-0.6209326,0
200,-1.053137,0
201,-1.707626,0
202,-2.279496,0
203,-2.75961,0
204,-3.379514,0
205,-3.900527,0
206,-3.377038,0
207,-2.083003,0
208,-1.091384,0
209,-0.5942693,0
210,-0.2248203,0
211,-0.09923233,0
212,-0.4484293,0
213,-1.467259,0
214,-2.750771,0
215,-4.132466,0
216,-5.331552,0
217,-6.047458,0
218,-5.419297,0
219,-3.709771,0
220,-2.664442,0
221,-2.277254,0
222,-2.316563,0
223,-2.461737,0
224,-2.666443,0
225,-2.978558,0
226,-3.293872,0
227,-3.557616,0
228,-3.553656,0
229,-3.38757,0
230,-3.193221,0
231,-2.931695,0
232,-2.730464,0
233,-2.482582,0
234,-2.395922,0
235,-2.464233,0
236,-2.514993,0
237,-2.445487,0
238,-2.308502,0
239,-2.25296,0
240,-2.192754,0
241,-2.136431,0
242,-2.083502,0
243,-1.979488,0
244,-1.931824,0
245,-1.795874,0
246,-1.777756,0
247,-1.707079,0
248,-1.626854,0
249,-1.661945,0
250,-1.589343,0
251,-1.476608,0
252,-1.356182,0
253,-1.267695,0
254,-1.299986,0
255,-1.517509,0
256,-1.654817,0
257,-1.820611,0
258,-2.180533,0
259,-2.482509,0
260,-2.657301,0
261,-2.731859,0
262,-2.739484,0
263,-2.577595,0
264,-2.398018,0
265,-2.31169,0
266,-2.428739,0
267,-2.672369,0
268,-3.024932,0
269,-3.227706,0
270,-3.1593,0
271,-3.261746,0
272,-3.49471,0
273,-3.563321,0
274,-3.440275,0
275,-3.568186,0
276,-3.910974,0
277,-3.762634,0
278,-3.820367,0
279,-3.887083,0
280,-4.07221,0
281,-4.280643,0
282,-4.116271,0
283,-3.743349,0
284,-3.342308,0
285,-3.207471,0
286,-3.263276,0
287,-3.325327,0
288,-3.27815,0
289,-3.182553,0
290,-3.084047,0
291,-2.983429,0
292,-2.691485,0
293,-2.326237,0
294,-2.021973,0
295,-1.813902,0
296,-1.702192,0
297,-1.571549,0
298,-1.538923,0
299,-1.5011,0
300,-1.449302,0
301,-1.336101,0
302,-1.257776,0
303,-1.192129,0
304,-1.228868,0
305,-1.32157,0
306,-1.381332,0
307,-1.318377,0
308,-1.097238,0
309,-0.8188038,0
310,-0.5570118,0
311,-0.4505762,0
312,-0.6387089,0
313,-1.173528,0
314,-1.591463,0
315,-2.035991,0
316,-2.643282,0
317,-3.342203,0
318,-3.632365,0
319,-3.200242,0
320,-2.166474,0
321,-1.327838,0
322,-0.8160985,0
323,-0.4351423,0
324,-0.3837929,0
325,-0.5368762,0
326,-0.903953,0
327,-1.979111,0
328,-3.402073,0
329,-4.82776,0
330,-5.610415,0
331,-5.763941,0
332,-4.658793,0
333,-3.430093,0
334,-2.578527,0
335,-2.439408,0
336,-2.78399,0
337,-3.114502,0
338,-3.245334,0
339,-3.294232,0
340,-3.235951,0
341,-3.153391,0
342,-3.027586,0
343,-2.7639,0
344,-2.676808,0
345,-2.547252,0
346,-2.359083,0
347,-2.309123,0
348,-2.292184,0
349,-2.33222,0
350,-2.380962,0
351,-2.438239,0
352,-2.443569,0
353,-2.419845,0
354,-2.350861,0
355,-2.172318,0
356,-1.998859,0
357,-1.937378,0
358,-1.819037,0
359,-1.73716,0
360,-1.722412,0
361,-1.647335,0
362,-1.605021,0
363,-1.590778,0
364,-1.611147,0
365,-1.629803,0
366,-1.583946,0
367,-1.484835,0
368,-1.416923,0
369,-1.501624,0
370,-1.624648,0
371,-1.723482,0
372,-1.85534,0
373,-2.194263,0
374,-2.390519,0
375,-2.534681,0
376,-2.695501,0
377,-2.83791,0
378,-2.769248,0
