timestamp,value,is_anomaly
0,-2.1500637,0
1,-2.121801,0
2,-2.1024278,0
3,-2.1787264,0
4,-2.2544286,0
5,-2.1815893,0
6,-2.0646187,0
7,-1.9561788,0
8,-1.8232985,0
9,-1.6635144,0
10,-1.6771477,0
11,-1.7409973,0
12,-1.7494096,0
13,-1.637503,0
14,-1.6004568,0
15,-1.5917315,0
16,-1.5859333,0
17,-1.5735501,0
18,-1.5659694,0
19,-1.5713752,0
20,-1.6782168,0
21,-1.7057789,0
22,-1.8060545,0
23,-1.9205145,0
24,-2.064606,0
25,-2.4132981,0
26,-2.6677145,0
27,-2.9272191,0
28,-3.0082594,0
29,-3.0137621,0
30,-2.8346454,0
31,-2.5557115,0
32,-2.2105065,0
33,-1.8838825,0
34,-1.7331006,0
35,-1.737577,0
36,-1.7856541,0
37,-1.9592279,0
38,-2.1189221,0
39,-2.2705829,0
40,-2.3534383,0
41,-2.5350403,0
42,-2.7381914,0
43,-3.1234696,0
44,-3.5653548,0
45,-3.687579,0
46,-3.903864,0
47,-4.3717637,0
48,-4.6225432,0
49,-4.4961643,0
50,-4.4465707,0
51,-4.4188808,0
52,-4.7457137,0
53,-4.7950963,0
54,-4.4682023,0
55,-3.9703001,0
56,-3.5114075,0
57,-3.3093125,0
58,-3.1059319,0
59,-2.9882239,0
60,-2.8280494,0
61,-2.7326735,0
62,-2.6048323,0
63,-2.3139203,0
64,-2.284045,0
65,-2.156041,0
66,-1.9815807,0
67,-2.0403806,0
68,-1.9171061,0
69,-1.9590518,0
70,-1.8080438,0
71,-1.8628024,0
72,-1.959728,0
73,-1.8173169,0
74,-1.7419828,0
75,-1.7313369,0
76,-1.6824917,0
77,-1.6303507,0
78,-1.6177681,0
79,-1.5871,0
80,-1.3794599,0
81,-1.1777461,0
82,-1.0528531,0
83,-1.0175673,0
84,-1.0383307,0
85,-1.1301993,0
86,-1.5465238,0
87,-2.0478204,0
88,-2.4051286,0
89,-2.8378283,0
90,-3.4047736,0
91,-3.7459761,0
92,-3.3794868,0
93,-2.3673186,0
94,-1.38001,0
95,-0.77984991,0
96,-0.55133933,0
97,-0.43882822,0
98,-0.82368811,0
99,-1.5127682,0
100,-2.4963216,0
101,-3.5891339,0
102,-4.7941101,0
103,-5.9027155,0
104,-6.3375552,0
105,-5.2873317,0
106,-3.9532955,0
107,-3.0438567,0
108,-2.7186305,0
109,-2.8541391,0
110,-3.2680371,0
111,-3.4401283,0
112,-3.4949148,0
113,-3.4511178,0
114,-3.3577924,0
115,-3.2158609,0
116,-2.9801314,0
117,-2.7462521,0
118,-2.5112943,0
119,-2.3374754,0
120,-2.3250195,0
121,-2.5166866,0
122,-2.4931246,0
123,-2.5182204,0
124,-2.4877108,0
125,-2.4603554,0
126,-2.4918364,0
127,-2.5415307,0
128,-2.3849965,0
129,-2.2313443,0
130,-2.0150407,0
131,-1.9291544,0
132,-1.8152419,0
133,-1.5327613,0
134,-1.3032991,0
135,-1.1285145,0
136,-1.0437515,0
137,-1.0038208,0
138,-0.98200267,0
139,-1.0417508,0
140,-0.98653766,0
141,-1.1198303,0
142,-1.394602,0
143,-1.5924869,0
144,-1.8860941,0
145,-2.2029949,0
146,-2.3547622,0
147,-2.4686438,0
148,-2.722388,0
149,-2.8829149,0
150,-2.760973,0
151,-2.345773,0
152,-1.9848107,0
153,-1.9494589,0
154,-2.2219775,0
155,-2.5208869,0
156,-2.699369,0
157,-2.6351521,0
158,-2.7223348,0
159,-3.0263822,0
160,-3.4147045,0
161,-3.3848153,0
162,-3.4230682,0
163,-3.6376846,0
164,-3.8240387,0
165,-3.9452459,0
166,-4.1623956,0
167,-4.232556,0
168,-4.3538701,0
169,-4.3645603,0
170,-4.0898644,0
171,-3.7852735,0
172,-3.3965148,0
173,-3.233071,0
174,-2.9456288,0
175,-2.8232805,0
176,-2.6596781,0
177,-2.554501,0
178,-2.4988618,0
179,-2.271045,0
180,-1.8725856,0
181,-1.8154671,0
182,-1.6967048,0
183,-1.7302902,0
184,-1.6816977,0
185,-1.7198103,0
186,-1.7114073,0
187,-1.6188108,0
188,-1.5706476,0
189,-1.5698977,0
190,-1.556969,0
191,-1.5338463,0
192,-1.5038444,0
193,-1.4662814,0
194,-1.3441155,0
195,-1.1114732,0
196,-0.83704129,0
197,-0.65081355,0
198,-0.5414472,0
199,-0.53506131,0
200,-0.99779866,0
201,-1.6121461,0
202,-2.1945458,0
203,-2.6879058,0
204,-3.2949596,0
205,-3.8298923,0
206,-3.3161838,0
207,-2.0183808,0
208,-0.92559747,0
209,-0.46341782,0
210,-0.12281776,0
211,-0.056503174,0
212,-0.39376664,0
213,-1.449148,0
214,-2.6924923,0
215,-4.0553399,0
216,-5.262214,0
217,-6.0505076,0
218,-5.4350495,0
219,-3.7064707,0
220,-2.6402648,0
221,-2.2619281,0
222,-2.28352,0
223,-2.465699,0
224,-2.6634182,0
225,-2.9253158,0
226,-3.2682282,0
227,-3.4932611,0
228,-3.5313984,0
229,-3.3432084,0
230,-3.1547975,0
231,-2.9229551,0
232,-2.7421867,0
233,-2.4974319,0
234,-2.3438916,0
235,-2.3990716,0
236,-2.4660403,0
237,-2.3704467,0
238,-2.2281862,0
239,-2.1963977,0
240,-2.1034464,0
241,-2.0644289,0
242,-1.9958698,0
243,-1.8908022,0
244,-1.861138,0
245,-1.7412163,0
246,-1.7446375,0
247,-1.6601494,0
248,-1.6036097,0
249,-1.6588996,0
250,-1.5631076,0
251,-1.4583762,0
252,-1.3650356,0
253,-1.21561,0
254,-1.2171525,0
255,-1.4196415,0
256,-1.5829418,0
257,-1.7361314,0
258,-2.1211081,0
259,-2.5207911,0
260,-2.6993898,0
261,-2.7821924,0
262,-2.71738,0
263,-2.5802338,0
264,-2.3847015,0
265,-2.2705345,0
266,-2.4163487,0
267,-2.6572681,0
268,-2.9812664,0
269,-3.166874,0
270,-3.1329749,0
271,-3.2522265,0
272,-3.5299296,0
273,-3.5683678,0
274,-3.3935151,0
275,-3.5534135,0
276,-3.9751168,0
277,-3.8196598,0
278,-3.869864,0
279,-3.9025091,0
280,-4.1098215,0
281,-4.3225036,0
282,-4.2162932,0
283,-3.8311508,0
284,-3.4203719,0
285,-3.2539277,0
286,-3.3090572,0
287,-3.3537412,0
288,-3.323888,0
289,-3.2557177,0
290,-3.1582817,0
291,-3.1226228,0
292,-2.8174345,0
293,-2.4568884,0
294,-2.1692349,0
295,-1.9418068,0
296,-1.8226172,0
297,-1.686186,0
298,-1.6701769,0
299,-1.6610062,0
300,-1.5908968,0
301,-1.471466,0
302,-1.387239,0
303,-1.3638396,0
304,-1.4729801,0
305,-1.5939194,0
306,-1.663941,0
307,-1.5606747,0
308,-1.3198912,0
309,-1.057695,0
310,-0.76008661,0
311,-0.67489362,0
312,-0.84270111,0
313,-1.4267434,0
314,-1.8456558,0
315,-2.2945861,0
316,-2.9650289,0
317,-3.6726266,0
318,-3.9829197,0
319,-3.5190405,0
320,-2.4607922,0
321,-1.6011843,0
322,-1.0718899,0
323,-0.667639,0
324,-0.60269606,0
325,-0.81131257,0
326,-1.1253456,0
327,-2.1710797,0
328,-3.6375917,0
329,-5.0585474,0
330,-5.8535537,0
331,-6.0152982,0
332,-4.8709798,0
333,-3.5897214,0
334,-2.7542796,0
335,-2.6306937,0
336,-2.9879933,0
337,-3.353893,0
338,-3.4986877,0
339,-3.5681236,0
340,-3.4500863,0
341,-3.3665545,0
342,-3.2137244,0
343,-2.9770771,0
344,-2.8906895,0
345,-2.7200088,0
346,-2.544476,0
347,-2.4582008,0
348,-2.4353055,0
349,-2.4692337,0
350,-2.4963612,0
351,-2.5270868,0
352,-2.5101272,0
353,-2.4830772,0
354,-2.3606796,0
355,-2.1402938,0
356,-1.9372993,0
357,-1.8761869,0
358,-1.7742992,0
359,-1.7168426,0
360,-1.6874109,0
361,-1.6263373,0
362,-1.5609079,0
363,-1.5184833,0
364,-1.5201832,0
365,-1.5163051,0
366,-1.4737065,0
367,-1.3186425,0
368,-1.2225181,0
369,-1.2926743,0
370,-1.4703476,0
371,-1.5954384,0
372,-1.7156807,0
373,-2.0187215,0
374,-2.1859044,0
375,-2.3495242,0
376,-2.4833781,0
377,-2.6235577,0
378,-2.5551094,0
379,-2.2276677,0
380,-1.9013334,0
381,-1.7853954,0
382,-1.905517,0
383,-2.1175448,0
384,-2.3597614,0
385,-2.3318316,0
386,-2.2814539,0
387,-2.4226661,0
388,-2.6087415,0
389,-2.8645013,0
390,-2.8698125,0
391,-3.005023,0
392,-3.3524541,0
393,-3.3382286,0
394,-3.4515693,0
395,-3.6453727,0
396,-3.9059474,0
397,-4.1629954,0
398,-4.2411518,0
399,-3.963734,0
400,-3.5332784,0
401,-3.1325146,0
402,-2.9894242,0
403,-2.9575403,0
404,-2.9972116,0
405,-2.9052511,0
406,-2.7289187,0
407,-2.6146468,0
408,-2.453964,0
409,-2.1432705,0
410,-1.9178979,0
411,-1.69583,0
412,-1.5978637,0
413,-1.4842499,0
414,-1.3511898,0
415,-1.543104,0
416,-1.4621895,0
417,-1.3851274,0
418,-1.3253531,0
419,-1.2624629,0
420,-1.2647559,0
421,-1.2016579,0
422,-1.2034969,0
423,-1.1948798,0
424,-1.1372039,0
425,-1.0395834,0
426,-0.8446691,0
427,-0.73311133,0
428,-0.68236819,0
429,-0.75333123,0
430,-1.0745882,0
431,-1.6839099,0
432,-2.0185654,0
433,-2.2890005,0
434,-2.8235216,0
435,-3.1141066,0
436,-3.0277293,0
437,-2.3223106,0
438,-1.4276222,0
439,-0.93447279,0
440,-0.68463462,0
441,-0.94304826,0
442,-1.6969606,0
443,-2.0751942,0
444,-2.4285271,0
445,-3.3679577,0
446,-4.7362457,0
447,-5.4410345,0
448,-5.2884937,0
449,-4.3908229,0
450,-3.3648559,0
451,-2.6617047,0
452,-2.5561455,0
453,-2.8167033,0
454,-3.0985018,0
455,-3.2413367,0
456,-3.2912279,0
457,-3.2194653,0
458,-3.0304034,0
459,-2.940795,0
460,-2.8841342,0
461,-2.8324768,0
462,-2.690824,0
463,-2.5683936,0
464,-2.6803639,0
465,-2.6561789,0
466,-2.5997156,0
467,-2.654169,0
468,-2.6003354,0
469,-2.564032,0
470,-2.4920008,0
471,-2.3739353,0
472,-2.3837434,0
473,-2.2375044,0
474,-2.094651,0
475,-1.8793021,0
476,-1.7289935,0
477,-1.659897,0
478,-1.6110644,0
479,-1.5744703,0
480,-1.486908,0
481,-1.4692641,0
482,-1.4421923,0
483,-1.3609502,0
484,-1.2147362,0
485,-1.1703906,0
486,-1.2138491,0
487,-1.2368542,0
488,-1.4175156,0
489,-1.8678494,0
490,-2.2262181,0
491,-2.5416491,0
492,-2.696034,0
493,-2.883146,0
494,-2.8092103,0
495,-2.5675752,0
496,-2.1614533,0
497,-1.9857914,0
498,-2.1055026,0
499,-2.4283234,0
500,-2.7639068,0
501,-2.9210055,0
502,-2.9354818,0
503,-2.9494696,0
504,-2.9268257,0
505,-3.0725589,0
506,-3.1928798,0
507,-3.4538402,0
508,-3.8217641,0
509,-4.0507136,0
510,-4.2286733,0
511,-4.2909202,0
512,-4.3486994,0
513,-4.6615263,0
514,-4.7544427,0
515,-4.4926392,0
516,-4.0230655,0
517,-3.6184836,0
518,-3.3671285,0
519,-3.3411603,0
520,-3.4083544,0
521,-3.4344885,0
522,-3.4694754,0
523,-3.2942953,0
524,-2.9827715,0
525,-2.7488188,0
526,-2.366815,0
527,-2.0300298,0
528,-1.8142995,0
529,-1.6951857,0
530,-1.7223506,0
531,-1.7762665,0
532,-1.7266282,0
533,-1.6949633,0
534,-1.5710905,0
535,-1.4200286,0
536,-1.3266461,0
537,-1.2345695,0
538,-1.2250347,0
539,-1.1793548,0
540,-1.0658427,0
541,-0.95677395,0
542,-0.87999856,0
543,-0.79461941,0
544,-0.77692178,0
545,-1.1090938,0
546,-1.7872124,0
547,-2.2674367,0
548,-2.7968417,0
549,-3.7214515,0
550,-4.3734197,0
551,-3.9284585,0
552,-2.5595662,0
553,-1.2648372,0
554,-0.5160775,0
555,-0.33328133,0
556,-0.45801796,0
557,-0.73797004,0
558,-1.1520947,0
559,-1.5683667,0
560,-2.4890704,0
561,-3.8874901,0
562,-4.9366758,0
563,-5.5542309,0
564,-5.2295786,0
565,-3.9519144,0
566,-2.9239491,0
567,-2.6725563,0
568,-2.8630022,0
569,-2.8571633,0
570,-2.8766688,0
571,-2.7405587,0
572,-2.5437346,0
573,-2.3699814,0
574,-2.4232832,0
575,-2.2566238,0
576,-2.1734599,0
577,-1.9661711,0
578,-1.839619,0
579,-1.8558984,0
580,-1.8656472,0
581,-1.9702214,0
582,-2.1316554,0
583,-2.2506177,0
584,-2.3676789,0
585,-2.3752108,0
586,-2.3121208,0
587,-2.1801338,0
588,-2.0886331,0
589,-1.972019,0
590,-1.9359432,0
591,-1.8410618,0
592,-1.8132455,0
593,-1.6816254,0
594,-1.6565406,0
595,-1.5557216,0
596,-1.5677849,0
597,-1.4524215,0
598,-1.3553229,0
599,-1.2450411,0
600,-1.1324375,0
601,-1.1217579,0
602,-1.3093977,0
603,-1.4364432,0
604,-1.785036,0
605,-2.2367138,0
606,-2.5926651,0
607,-2.5968135,0
608,-2.7526351,0
609,-2.7084014,0
610,-2.5296472,0
611,-2.3281717,0
612,-2.1680253,0
613,-2.2246016,0
614,-2.4838225,0
615,-2.6364344,0
616,-2.6562565,0
617,-2.5246913,0
618,-2.5219454,0
619,-2.6864372,0
620,-3.1529827,0
621,-3.3685425,0
622,-3.5340061,0
623,-3.7638435,0
624,-3.7270898,0
625,-3.7896615,0
626,-3.8941307,0
627,-4.132692,0
628,-4.4957008,0
629,-4.5841107,0
630,-4.2663936,0
631,-3.9221863,0
632,-3.5748491,0
633,-3.3385642,0
634,-3.2341014,0
635,-3.2004269,0
636,-3.0512685,0
637,-2.9422481,0
638,-2.7801726,0
639,-2.5809721,0
640,-2.3341585,0
641,-2.0437994,0
642,-1.7521078,0
643,-1.5612325,0
644,-1.5322898,0
645,-1.4683914,0
646,-1.4887756,0
647,-1.4536807,0
648,-1.3861417,0
649,-1.3072108,0
650,-1.2591183,0
651,-1.2316997,0
652,-1.2443531,0
653,-1.2751781,0
654,-1.1895314,0
655,-0.98912441,0
656,-0.83909258,0
657,-0.69056361,0
658,-0.67604245,0
659,-0.86781789,0
660,-1.2814546,0
661,-1.7546459,0
662,-2.1519481,0
663,-2.743807,0
664,-3.294719,0
665,-3.7396215,0
666,-3.5157269,0
667,-2.5396377,0
668,-1.4181105,0
669,-0.57157559,0
670,-0.18711466,0
671,-0.082078836,0
672,-0.48099736,0
673,-1.0720952,0
674,-1.3562419,0
675,-2.2127534,0
676,-3.7171878,0
677,-5.452017,0
678,-6.0912666,0
679,-5.0077565,0
680,-3.4440917,0
681,-2.4787961,0
682,-1.9450996,0
683,-2.0772225,0
684,-2.52512,0
685,-3.0118424,0
686,-3.2418609,0
687,-3.2957745,0
688,-3.188476,0
689,-3.1013833,0
690,-2.8636701,0
691,-2.5258949,0
692,-2.3813154,0
693,-2.2541935,0
694,-2.0382548,0
695,-1.8951285,0
696,-1.96139,0
697,-2.0242731,0
698,-2.1580473,0
699,-2.2517401,0
700,-2.2011834,0
701,-2.1194022,0
